title,rating,review
Not super fresh,3.0,"The flavor was ok- but not what I would consider giftable. The chocolate had a film on them and looked old.
Will not order these again."
So Good!,5.0,"I tasted this product at Christmas. It was delicious, so when I saw Amazon carrying it, I was quick to pick it up as a birthday gift for someone dear to me. Yes, it arrived, as others have said, in a rather disheveled way. The handsome packaging was all askew, and I had to untwist the ribbon and re-fastun it. I could, I did. No big deal. That kind of thing doesn't happen often with Amazon, so I just overlooked it. The biscottis themselves were well covered and dated for freshness. A label said they'd last until May sometime, and, if they don't, I hope my son will complain. But, chances are they will have been devoured by then, With three of us in the house, they only lasted three days at Christmas!!"
There was no place to add a message .,3.0,There was no place to add a message.
I wouldn’t buy it again,3.0,"Taste is just regular. Look is not the same nice like on photos, all toppings seems to taste similar"
There were some that didn't;t make the trip too well. Melted chocolate and a couple broken.,4.0,"It was personal for our home, so I'm glad we did not gift it."
Fresh and delicious,5.0,Wonderful product. I used it as a gift for someone who has a coffee bar. They were well presented with the box packaging as well as extremely flavorful
Delicious & beautifully presented,5.0,I sent these as a gift for a friend. She loved them! Yummy gift treat in beautiful presentation.
"Delicious, but too high in cholesterol.",4.0,"According to the label on the box of biscotti, one of the latter contains 110 milligrams of cholesterol. That is an astronomical amount, so I would advise caution if the recipient has a cholesterol issue."
Stale/ SECOND CHANCE,5.0,"I love biscotti but these were stale, had an off-taste. They should dump when no longer fresh.

12/10/22. Tried second purchase and this order was delicious!"
Biscotti texture,2.0,Tastes good but definitely not a biscotti texture. Tastes more like a cookie than biscotti.
The only difference in each flavor is the topping.,3.0,"I'm sorry, but I'm not enjoying them."
Big disappointment,3.0,"Very disappointed in these. They are more like shortbread than biscotti, very dry and flavorless. Will not order again."
Blah flavor for biscotti!,3.0,Nothing unusual about these. The best thing about this product was the box presentation!
Disappointed,3.0,These are a soft & I prefer a crunchy biscotti. They are tasty.
perfect gift for far away friends,5.0,"Many friends are far away and searching for gifts can be tough. I sent these to a friend in LA who is very picky and she loved them, even complaining that her sons were home and she had to share :) Since then I have bought them for two other friends, all of whom live in places with Italian bakeries. They were a hit. They are now my go-to gift and need to really buy a box for myself!"
Was a gift selection,5.0,Recipients indicated arrived fresh
That they are fresh & tastes fine.,4.0,"This was a gift. We got to see the biscotti & one of them was thin & half the size. We’ll see how they taste. They will inform us. So they were fresh & tastes fine. We thought they were a bit bigger than what they are because they looked larger in the photo, but good."
Dry,3.0,These taste good but they are really dry and mine got here broken and some were crumbly. Very Dry.
Great Gift for the Coffee Lover in your life,5.0,My dad is hard to shop for but loves biscotti with his coffee. Came across this and got it for him for Christmas. It’s mid-January and I think he ate it all already!!!
"Call it my unrefined palette, but.....",3.0,"There is one particular biscuit flavor that tastes like, well, vomit. It's the cream-colored one and I believe it is officially ""Coconut"", but it is horrible. I bought this as a gift for my wife, and the rest of the biscuit flavors are very good, but the vomit-flavored one is gag-worthy. In fact, my 21-year-old son quietly excused himself and gagged in the bathroom after trying it. My wife confirmed that the one flavor was terrible, and she is not picky in the least. I decided to try it myself, although I can't stand coconut, and I can confirm it: it tastes like vomit. Like I mentioned, the rest of the flavors are good, I just can't imagine who yelled ""It's a winner!!"" in the test lab when the vomit-flavored biscuit was being developed."
Not priced appropriately,2.0,"Honestly way overpriced. The biscotti are small and not hard, don’t have the traditional biscotti flavor, and the way they’re topped is unimpressive and not very tasty. This product shouldn’t be a penny more than $25 and even at that price I wouldn’t buy them again."
Melted but yummy,2.0,"Product was melted when it arrived. It would have been a great product but most of the chocolate was stuck to the top wrapper. Presentation was a plus for a gift, but I am glad I did not send it as one."
Top notch,5.0,Delicious and so decadent
Old,1.0,"I am sorry to report this because I wanted this to be good. I ordered this for my sister-In -Law's birthday and when I received it it was smashed on one corner and the plastic wrap was torn. I thought I could just take off the plastic wrap and I could still give it to her. But there were crumbs inside the plastic wrap. I opened the box up and the biscotti's were melted (understandably because it is July) and it smelled very old. It had been jostled around so much that the fine crumbs from the biscotti were covering the inside of the box. But it mostly just smelled old, almost rancid. If I can use that term for a cookie box. I know I am taking a gamble purchasing food but I tried and it failed."
